CDCN,Campus Name,CDN,Charter,Site Street Address,Site City,Site Zip5,Address,Enrollment,Grade,Latitude,Longitude,Phone,Website,ObjectId,x,y
226801002,TEXAS LEADERSHIP OF MIDLAND,226801,TEXAS LEADERSHIP PUBLIC SCHOOLS,3300 THOMAS AVE,MIDLAND,"79,703","3300 THOMAS AVE, MIDLAND, TX 79703",684,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,31.99,-102.12,(432) 242-7117,texasleadershipmidland.com,282,-11367495.110593421,3761822.489518981
226801001,TEXAS LEADERSHIP OF SAN ANGELO,226801,TEXAS LEADERSHIP PUBLIC SCHOOLS,5687 MELROSE,SAN ANGELO,"76,901","5687 MELROSE, SAN ANGELO, TX 76901","1,269",PK KG 01 02 03 04 05 06 07 08 09 10 11 12,31.44,-100.51,(325) 703-6005,tlca-sanangelo.com,283,-11188211.764481977,3689750.0437737475
105802041,TEXAS PREPARATORY SCHOOL,105802,TEXAS PREPARATORY SCHOOL,400 UHLAND RD NO 2,SAN MARCOS,"78,666","400 UHLAND RD NO 2, SAN MARCOS, TX 78666",72,PK KG 01 02 03 04 05 06 07 08,29.90,-97.92,(512) 928-3000,www.texasprep.us,284,-10900036.34926155,3490224.687983325
105802101,TEXAS PREPARATORY SCHOOL - AUSTIN CAMPUS,105802,TEXAS PREPARATORY SCHOOL,7540 ED BLUESTEIN BLVD,AUSTIN,"78,723","7540 ED BLUESTEIN BLVD, AUSTIN, TX 78723",48,KG 01 02 03 04 05 06,30.32,-97.67,(512) 928-3000,www.texasprep.us,285,-10872832.584133638,3545283.0835483023
220814101,TEXAS SCHOOL OF THE ARTS,220814,TEXAS SCHOOL OF THE ARTS,6025 VILLAGE PKWY,EDGECLIFF VILLAGE,"76,134","6025 VILLAGE PKWY, EDGECLIFF VILLAGE, TX 76134",293,KG 01 02 03 04 05,32.66,-97.33,(817) 732-8372,www.mytesa.org,286,-10835145.767936159,3850043.4781679106
170801003,TEXAS SERENITY ACADEMY,170801,TEXAS SERENITY ACADEMY,8500 SWEETWATER ST,HOUSTON,"77,037","8500 SWEETWATER ST, HOUSTON, TX 77037",341,KG 01 02 03 04 05 06 07 08 09 10 11 12,29.87,-95.49,(281) 820-9540,www.texasserenityacademy.net,287,-10630091.798292808,3487059.789070284
227824002,THE EAST AUSTIN COLLEGE PREP AT MLK,227824,VALERE PUBLIC SCHOOLS,5800 E MARTIN LUTHER KING JR BLVD,AUSTIN,"78,721","5800 E MARTIN LUTHER KING JR BLVD, AUSTIN, TX 78721",268,07 08 09 10 11 12,30.29,-97.67,(512) 287-5050,www.promesapublicschools.org,288,-10872214.513830466,3540597.0951280682
227824001,THE EAST AUSTIN COLLEGE PREP AT SOUTHWEST KEY,227824,VALERE PUBLIC SCHOOLS,5800 E MARTIN LUTHER KING JR BLVD,AUSTIN,"78,721","5800 E MARTIN LUTHER KING JR BLVD, AUSTIN, TX 78721",179,EE PK KG 01 02 03 04 05 06,30.29,-97.67,(512) 287-5000,www.promesapublicschools.org,289,-10872214.513830466,3540597.0951280682
227827001,THE EXCEL CENTER (FOR ADULTS),227827,THE EXCEL CENTER (FOR ADULTS),1015 NORWOOD PARK BLVD,AUSTIN,"78,753","1015 NORWOOD PARK BLVD, AUSTIN, TX 78753",433,09 10 11 12 AE,30.34,-97.69,(512) 531-5500,www.goodwillcentraltexas.org/excel-center,290,-10875274.497389238,3547201.145113655
227827002,THE EXCEL CENTER FOR ADULTS - LOCKHART,227827,THE EXCEL CENTER (FOR ADULTS),1400 E MLK INDUSTRIAL BLVD,LOCKHART,"78,644","1400 E MLK INDUSTRIAL BLVD, LOCKHART, TX 78644",188,09 10 11 12,29.87,-97.65,(512) 531-5500,www.goodwillcentraltexas.org/excel-center,291,-10870899.419875277,3486841.1696961867
227827003,THE EXCEL CENTER FOR ADULTS - SOUTH AUSTIN,227827,THE EXCEL CENTER (FOR ADULTS),6505 BURLESON RD,AUSTIN,"78,744","6505 BURLESON RD, AUSTIN, TX 78744",57,09 10 11 12,30.20,-97.71,(512) 531-5500,www.goodwillcentraltexas.org/excel-center,292,-10877467.727355186,3529829.5428279922
227827006,THE EXCEL CENTER FOR ADULTS AYW,227827,THE EXCEL CENTER (FOR ADULTS),1901 E BEN WHITE BLVD,AUSTIN,"78,741","1901 E BEN WHITE BLVD, AUSTIN, TX 78741",66,09 10 11 12,30.22,-97.75,(512) 744-1900,www.goodwillcentraltexas.org/excel-center,293,-10881125.567823993,3531305.593728143
015841001,THE GATHERING PLACE,015841,THE GATHERING PLACE,5818 NW LOOP 410,SAN ANTONIO,"78,238","5818 NW LOOP 410, SAN ANTONIO, TX 78238",465,KG 01 02 03,29.48,-98.61,(210) 942-4850,www.thegatheringplacek12.org,294,-10976907.945705201,3436876.2162200958
046802017,THE LANDING AT CORPUS CHRISTI,046802,TRINITY CHARTER SCHOOL,2058 FM 665,CORPUS CHRISTI,"78,415","2058 FM 665, CORPUS CHRISTI, TX 78415",11,KG 01 02 03 04 05 06 07 08 09 10 11 12,27.70,-97.55,(830) 964-4390,www.trinitycharterschools.org,295,-10859670.154183904,3211671.2370052002
101864041,THE LAWSON ACADEMY,101864,THE LAWSON ACADEMY,5052 SCOTT ST,HOUSTON,"77,004","5052 SCOTT ST, HOUSTON, TX 77004",169,06 07 08,29.71,-95.36,(713) 225-1551,www.thelawsonacademy.org,296,-10614980.751826195,3466888.8922309014
212801102,THE LEADERSHIP ACADEMY,212801,CUMBERLAND ACADEMY,6720 OAK HILL BLVD,TYLER,"75,703","6720 OAK HILL BLVD, TYLER, TX 75703",267,KG 01 02 03 04 05 06 07 08,32.28,-95.34,(903) 561-1002,www.cumberlandacademy.com,297,-10613230.93744834,3799551.13444864
071801004,THE LINGUISTIC ACAD OF EL PASO-CULTURAL DEMO SITE,071801,BURNHAM WOOD CHARTER SCHOOL DISTRICT,5141 UPPER VALLEY,EL PASO,"79,932","5141 UPPER VALLEY, EL PASO, TX 79932",293,PK KG 01 02 03 04 05 06,31.85,-106.61,(915) 584-9499,www.burnhamwood.org,298,-11868241.739257203,3743335.0535121053
101868001,THE PRO-VISION ACADEMY,101868,THE PRO-VISION ACADEMY,4590 WILMINGTON,HOUSTON,"77,051","4590 WILMINGTON, HOUSTON, TX 77051",211,09 10 11 12,29.66,-95.36,(713) 748-0030,www.provision-inc.org,299,-10615451.055524094,3459408.4052251293
227806051,THE REFUGE,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,2200 E 6TH ST,AUSTIN,"78,702","2200 E 6TH ST, AUSTIN, TX 78702",11,06 07 08 09 10 11 12,30.26,-97.72,(512) 750-0426,www.utcharter.org,300,-10877944.495375914,3537074.448834394
101861105,THE RHODES SCHOOL - HUMBLE,101861,THE RHODES SCHOOL FOR PERFORMING ARTS,600 CHARLES ST,HUMBLE,"77,338","600 CHARLES ST, HUMBLE, TX 77338",354,PK KG 01 02 03 04 05 06 07 08,30.00,-95.26,(281) 319-9300,rhodesschool.org,301,-10604678.46691175,3503824.794973459
101861104,THE RHODES SCHOOL - NORTHSHORE CAMPUS,101861,THE RHODES SCHOOL FOR PERFORMING ARTS,13334 WALLISVILLE RD BUILDINGS B-H,HOUSTON,"77,049","13334 WALLISVILLE RD BUILDINGS B-H, HOUSTON, TX 77049",253,KG 01 02 03 04 05,29.81,-95.21,(281) 459-9797,rhodesschool.org,302,-10598772.233216526,3478649.8069992852
101814103,THE VARNETT SCHOOL - EAST,101814,THE VARNETT PUBLIC SCHOOL,804A MAXEY RD,HOUSTON,"77,013","804A MAXEY RD, HOUSTON, TX 77013",244,PK KG 01 02 03 04 05 06,29.78,-95.22,(713) 637-6574,www.varnett.org,303,-10599663.217722913,3474795.278422133
101814102,THE VARNETT SCHOOL - NORTHEAST,101814,THE VARNETT PUBLIC SCHOOL,8305 MESA DR,HOUSTON,"77,028","8305 MESA DR, HOUSTON, TX 77028",377,PK KG 01 02 03 04 05 06 07 08,29.84,-95.26,(713) 631-4396,www.varnett.org,304,-10604641.397521317,3482626.1662789304
236801001,THOMAS BUZBEE VOCATIONAL SCHOOL,236801,RAVEN SCHOOL,143 FOREST SERVICE RD #233,NEW WAVERLY,"77,358","143 FOREST SERVICE RD #233, NEW WAVERLY, TX 77358",29,09 10 11 12,30.53,-95.55,(936) 344-6677,www.gctcw.org,305,-10636986.93979769,3572344.5993326716
227806024,TNC CAMPUS (TEXAS NEUROREHABILITATION CENTER),227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,1106 W DITTMAR RD,AUSTIN,"78,745","1106 W DITTMAR RD, AUSTIN, TX 78745",59,KG 01 02 03 04 05 06 07 08 09 10 11 12,30.19,-97.81,(512) 750-0426,www.utcharter.org,306,-10887638.584026022,3527447.4515455132
220801001,TREETOPS SCHOOL INTERNATIONAL,220801,TREETOPS SCHOOL INTERNATIONAL,12500 S PIPELINE RD,EULESS,"76,040","12500 S PIPELINE RD, EULESS, TX 76040",323,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,32.82,-97.09,(817) 283-1771,www.treetops.org/,307,-10808456.973451827,3871755.117973254
057813101,TRINITY BASIN PREPARATORY,057813,TRINITY BASIN PREPARATORY,808 N EWING AVE,DALLAS,"75,203","808 N EWING AVE, DALLAS, TX 75203","2,140",PK KG 01 02 03 04 05 06 07 08,32.76,-96.81,(214) 942-8846,www.trinitybasin.com/,308,-10777140.638867168,3863231.418462872
057813104,TRINITY BASIN PREPARATORY,057813,TRINITY BASIN PREPARATORY,101 W PAFFORD ST,FORT WORTH,"76,110","101 W PAFFORD ST, FORT WORTH, TX 76110","1,668",PK KG 01 02 03 04 05 06 07 08,32.69,-97.33,(817) 840-7501,www.trinitybasin.com/,309,-10834353.962416898,3854466.9109887867
057813105,TRINITY BASIN PREPARATORY INC,057813,TRINITY BASIN PREPARATORY,2901 E MEADOWS BLVD,MESQUITE,"75,150","2901 E MEADOWS BLVD, MESQUITE, TX 75150",403,EE PK KG 01 02 03 04 05 06 07 08,32.80,-96.66,(214) 946-9100,www.trinitybasin.com,310,-10760459.006855654,3869124.1484730276
046802001,TRINITY CHARTER SCHOOL,046802,TRINITY CHARTER SCHOOL,650 SCARBOROUGH RD,CANYON LAKE,"78,133","650 SCARBOROUGH RD, CANYON LAKE, TX 78133",38,04 05 06 07 08 09 10 11 12,29.86,-98.18,(830) 964-4390 ext: 206,www.trinitycharterschools.org,311,-10929389.829566456,3486188.8434959427
046802014,TRINITY CHARTER SCHOOL - BRENHAM CAMPUS,046802,TRINITY CHARTER SCHOOL,4150 HWY 36,BRENHAM,"77,833","4150 HWY 36, BRENHAM, TX 77833",47,06 07 08 09 10 11 12,30.21,-96.42,(512) 706-7566,www.trinitycharterschools.org,312,-10733115.340957688,3530496.5581974387
046802015,TRINITY CHARTER SCHOOL - SPRING CAMPUS,046802,TRINITY CHARTER SCHOOL,2929 FM 2920,SPRING,"77,388","2929 FM 2920, SPRING, TX 77388",13,06 07 08 09 10 11 12,30.07,-95.46,(512) 706-7566,www.trinitycharterschools.org,313,-10626652.265364204,3512621.948625464
046802018,TRINITY CHARTER SCHOOLS - CAMP WORTH,046802,TRINITY CHARTER SCHOOL,2461 E SEMINARY DR,FORTH WORH,"76,119","2461 E SEMINARY DR, FORTH WORH, TX 76119",16,KG 01 02 03 04 05 06 07 08 09 10 11 12,32.68,-97.29,(512) 706-7566,www.trinitycharterschools.org,314,-10830628.959559713,3853544.398798477
046802016,TRINITY CHARTER SCHOOLS - FORT WORTH CAMPUS,046802,TRINITY CHARTER SCHOOL,3001 GRAYSON ST,FORT WORTH,"76,119","3001 GRAYSON ST, FORT WORTH, TX 76119",14,KG 01 02 03 04 05 06 07 08 09 10 11 12,32.71,-97.28,(512) 706-7566,www.trinitycharterschools.org,315,-10829394.512122823,3856423.542202634
046802021,TRINITY CHARTER SCHOOLS - KARYN'S HOUSE,046802,TRINITY CHARTER SCHOOL,13207 FM 2432,Willis,"77,378","13207 FM 2432, Willis, TX 77378",Less than 5,KG 01 02 03 04 05 06 07 08 09 10 11 12,30.42,-95.46,(512) 706-7566,www.trinitycharterschools.org,316,-10626574.134666394,3557380.437388986
046802022,TRINITY CHARTER SCHOOLS - NEW PATHWAYS,046802,TRINITY CHARTER SCHOOL,1380 JIMMY PHILLIPS,ANGLETON,"77,515","1380 JIMMY PHILLIPS, ANGLETON, TX 77515",11,KG 01 02 03 04 05 06 07 08 09 10 11 12,29.15,-95.50,(512) 706-7566,www.trinitycharterschools.org,317,-10631113.784689156,3395106.678494653
046802019,TRINITY CHARTER SCHOOLS NICOLES PLACE,046802,TRINITY CHARTER SCHOOL,10601 DERECHO DR,AUSTIN,"78,737","10601 DERECHO DR, AUSTIN, TX 78737",Less than 5,KG 01 02 03 04 05 06 07 08 09 10 11 12,30.22,-97.94,(830) 964-4390,www.trinitycharterschools.org,318,-10902339.282359283,3531281.149857045
108804004,TRIUMPH PUBLIC HIGH SCHOOLS-BROWNSVILLE,108804,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY,944 E LOS EBANOS BLVD,BROWNSVILLE,"78,520","944 E LOS EBANOS BLVD, BROWNSVILLE, TX 78520",111,09 10 11 12,25.93,-97.51,(956) 372-1433,www.triumphpublicschools.org,319,-10854406.306308227,2990691.815553164
071803002,TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO EAST,071803,TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO,1599 GEORGE DIETER DR,EL PASO,"79,936","1599 GEORGE DIETER DR, EL PASO, TX 79936",129,09 10 11 12,31.75,-106.30,(915) 298-3637,www.triumphpublicschools.org,320,-11833556.311378129,3730694.5781472824
071803001,TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO WEST,071803,TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO,711 N MESA ST,EL PASO,"79,902","711 N MESA ST, EL PASO, TX 79902",69,09 10 11 12,31.76,-106.49,(915) 532-7216,www.triumphpublicschools.org,321,-11854537.085426155,3732222.8049360504
240801001,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO NORTH,240801,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,1230 TOWNLAKE DR,LAREDO,"78,041","1230 TOWNLAKE DR, LAREDO, TX 78041",110,09 10 11 12,27.54,-99.48,(956) 722-0747,www.triumphpublicschools.org,322,-11074224.630109258,3191468.848935913
240801002,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO SOUTH,240801,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,4620 S LUCY,LAREDO,"78,046","4620 S LUCY, LAREDO, TX 78046",72,09 10 11 12,27.45,-99.47,(956) 723-0345,www.triumphpublicschools.org,323,-11073123.258444441,3179328.2382098385
152803001,TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK,152803,TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK,4008 AVE R,LUBBOCK,"79,412","4008 AVE R, LUBBOCK, TX 79412",178,09 10 11 12,33.56,-101.86,(806) 744-0330,www.triumphpublicschools.org,324,-11338599.721125077,3969510.8621801976
108804002,TRIUMPH PUBLIC HIGH SCHOOLS-MCALLEN,108804,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY,200 N 17TH ST,MCALLEN,"78,501","200 N 17TH ST, MCALLEN, TX 78501",125,09 10 11 12,26.21,-98.24,(956) 618-2308,www.triumphpublicschools.org,325,-10935742.32528915,3024624.575871349
108804001,TRIUMPH PUBLIC HIGH SCHOOLS-MERCEDES,108804,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY,103 E 2ND ST,MERCEDES,"78,570","103 E 2ND ST, MERCEDES, TX 78570",112,09 10 11 12,26.15,-97.91,(956) 565-5417,www.triumphpublicschools.org,326,-10899384.6293027,3017701.6093485868
108804003,TRIUMPH PUBLIC HIGH SCHOOLS-SAN BENITO,108804,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY,1785 W BUSINESS HWY 77,SAN BENITO,"78,586","1785 W BUSINESS HWY 77, SAN BENITO, TX 78586",137,09 10 11 12,26.12,-97.61,(956) 276-9930,www.triumphpublicschools.org,327,-10865941.52360129,3014499.265054224
061805001,TRIVIUM ACADEMY,061805,TRIVIUM ACADEMY,2205 E HEBRON PKWY,CARROLLTON,"75,010","2205 E HEBRON PKWY, CARROLLTON, TX 75010",553,KG 01 02 03 04 05 06 07 08 09 10 11 12,33.03,-96.87,(469) 854-9007,www.triviumacademytx.com,328,-10783009.786474032,3898898.268468982
101840102,TWO DIMENSIONS AT CORSICANA,101840,TWO DIMENSIONS PREPARATORY ACADEMY,901 E 10TH AVE,CORSICANA,"75,110","901 E 10TH AVE, CORSICANA, TX 75110",62,PK KG 01 02 03 04 05 06 07 08,32.09,-96.45,(903) 872-2988,www.twodimensions.org,329,-10737149.735188833,3775561.3868008065
101840101,TWO DIMENSIONS PREPARATORY ACADEMY,101840,TWO DIMENSIONS PREPARATORY ACADEMY,12121 VETERANS MEMORIAL DR STE 10,HOUSTON,"77,067","12121 VETERANS MEMORIAL DR STE 10, HOUSTON, TX 77067",165,PK KG 01 02 03 04 05 06 07 08,29.96,-95.48,(281) 440-8853,www.twodimensions.org,330,-10628891.791993177,3498677.6681490582
221801071,EL PASO CLASSICAL ACADEMY,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,8960 ESCOBAR DR,EL PASO,"79,907","8960 ESCOBAR DR, EL PASO, TX 79907",294,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,31.71,-106.31,(972) 316-3663,www.responsiveed.com,331,-11834864.9165202,3725804.3295970163
071810001,EL PASO LEADERSHIP ACADEMY,071810,EL PASO LEADERSHIP ACADEMY,1918 TEXAS AVE,EL PASO,"79,901","1918 TEXAS AVE, EL PASO, TX 79901",202,06 07 08,31.77,-106.47,(915) 298-3900,www.epleadershipacademy.org,332,-11852059.391859824,3733233.59333619
071810002,EL PASO LEADERSHIP ACADEMY - H S EAST,071810,EL PASO LEADERSHIP ACADEMY,2901 GEORGE DIETER DR,EL PASO,"79,936","2901 GEORGE DIETER DR, EL PASO, TX 79936",45,09 10 11 12,31.79,-106.30,(915) 298-3900,epleadershipacademy.org,333,-11833524.585323252,3736244.796806295
071810003,EL PASO LEADERSHIP ACADEMY - MIDDLE EAST,071810,EL PASO LEADERSHIP ACADEMY,2901 GEORGE DIETER DR,EL PASO,"79,936","2901 GEORGE DIETER DR, EL PASO, TX 79936",19,06 07 08,31.79,-106.30,(915) 298-3900,epleadershipacademy.org,334,-11833524.585323252,3736244.796806295
015836001,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,015836,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,11327 DREAMLAND DR,SAN ANTONIO,"78,230","11327 DREAMLAND DR, SAN ANTONIO, TX 78230",489,KG 01 02 03 04 05 06 07 08,29.54,-98.53,(210) 890-7267,www.ekhla.org,335,-10968624.620093865,3445057.3890778883
101877001,ELEVATE COLLEGIATE,101877,ELEVATE COLLEGIATE CHARTER SCHOOL,2410 HAMILTON,HOUSTON,"77,004","2410 HAMILTON, HOUSTON, TX 77004",55,PK KG 01 02 03 04 05,29.74,-95.37,(346) 234-1434,www.elevatecollegiate.org,336,-10616016.635347772,3470444.272129589
101838001,EMPOWERMENT H S,101838,SOUTHWEST SCHOOL,6400 WESTPARK DR STE 200,HOUSTON,"77,057","6400 WESTPARK DR STE 200, HOUSTON, TX 77057",374,09 10 11 12,29.72,-95.50,(713) 954-9528,www.swschools.org,337,-10630892.592860948,3468025.76469044
101872001,ETOILE ACADEMY CHARTER SCHOOL,101872,ETOILE ACADEMY CHARTER SCHOOL,6648 HORNWOOD DR,HOUSTON,"77,074","6648 HORNWOOD DR, HOUSTON, TX 77074",341,KG 01 02 03 04 05 06 07 08,29.71,-95.50,(713) 995-1612,etoileacademy.org,338,-10630922.941893725,3466183.0377303767
057834003,EVOLUTION ACADEMY BEAUMONT,057834,EVOLUTION ACADEMY CHARTER SCHOOL,3920 W CARDINAL DR,BEAUMONT,"77,705","3920 W CARDINAL DR, BEAUMONT, TX 77705",193,09 10 11 12,30.04,-94.12,(972) 907-3755,www.evolutionacademy.org,339,-10477847.551292105,3508968.212833615
057834001,EVOLUTION ACADEMY CHARTER SCHOOL,057834,EVOLUTION ACADEMY CHARTER SCHOOL,1101 S SHERMAN ST,RICHARDSON,"75,081","1101 S SHERMAN ST, RICHARDSON, TX 75081",280,09 10 11 12,32.94,-96.74,(972) 907-3755,www.evolutionacademy.org,340,-10769265.558564004,3886772.055307374
057834004,EVOLUTION ACADEMY HOUSTON,057834,EVOLUTION ACADEMY CHARTER SCHOOL,2414 SPRING CYPRESS RD,SPRING,"77,388","2414 SPRING CYPRESS RD, SPRING, TX 77388",196,09 10 11 12,30.07,-95.45,(972) 907-3755,www.evolutionacademy.org,341,-10625724.893855862,3512137.2394811315
101811008,EXCEL ACADEMY EDUCATION TRANSITION CENTER,101811,EXCEL ACADEMY,6500 CHIMNEY ROCK,HOUSTON,"77,081","6500 CHIMNEY ROCK, HOUSTON, TX 77081",23,03 04 05 06 07 08 09 10 11 12,29.71,-95.48,(713) 222-4577,hcjpd-edu.harriscountytx.gov/Pages/default.aspx,342,-10628550.65341364,3466330.5811115117
108809001,EXCELLENCE IN LEADERSHIP ACADEMY,108809,EXCELLENCE IN LEADERSHIP ACADEMY,915 W EXPY 83,MISSION,"78,572","915 W EXPY 83, MISSION, TX 78572",301,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,26.23,-98.36,(956) 424-9504,www.elacharterschool.com,343,-10949434.268660743,3027493.0547255753
070801041,FAITH FAMILY MASTER ACADEMY,070801,WAXAHACHIE FAITH FAMILY ACADEMY,701 OVILLA RD,WAXAHACHIE,"75,167","701 OVILLA RD, WAXAHACHIE, TX 75167",260,PK KG 01 02 03 04 05 06 07 08,32.43,-96.88,(972) 224-4110,www.faithfamilyacademy.org,344,-10784099.32599017,3820112.054913139
221801065,FALLBROOK ACADEMY,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,12512 WALTERS RD,HOUSTON,"77,014","12512 WALTERS RD, HOUSTON, TX 77014",316,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,29.97,-95.47,(972) 316-3663,www.responsiveed.com,345,-10627424.030035533,3499993.400156856
220809001,FORT WORTH ACADEMY OF FINE ARTS,220809,FORT WORTH ACADEMY OF FINE ARTS,3901 S HULEN ST,FORT WORTH,"76,109","3901 S HULEN ST, FORT WORTH, TX 76109",399,07 08 09 10 11 12,32.69,-97.39,(817) 924-1482,www.fwafa.org,346,-10841830.675903505,3854364.013521739
220809101,FORT WORTH ACADEMY OF FINE ARTS EL,220809,FORT WORTH ACADEMY OF FINE ARTS,3901 S HULEN ST,FORT WORTH,"76,109","3901 S HULEN ST, FORT WORTH, TX 76109",255,03 04 05 06,32.69,-97.39,(817) 924-1482,www.fwafa.org,347,-10841830.675903505,3854364.013521739
072801151,FOUNDATION SCHOOL OF AUTISM - SAN ANTONIO,072801,PREMIER HIGH SCHOOLS,2235 THOUSAND OAKS STE 130,SAN ANTONIO,"78,232","2235 THOUSAND OAKS STE 130, SAN ANTONIO, TX 78232",30,EE PK KG 01 02 03 04 05,29.59,-98.45,(210) 402-0253,www.responsiveed.com,348,-10959580.810928399,3450630.4924151204
221801043,FOUNDERS CLASSICAL ACADEMY,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,1010 BELLAIRE BLVD,LEWISVILLE,"75,067","1010 BELLAIRE BLVD, LEWISVILLE, TX 75067",932,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,33.03,-97.02,(972) 316-3663,www.responsiveed.com,349,-10799722.733771501,3898955.5592774143
221801073,FOUNDERS CLASSICAL ACADEMY - CONROE,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,105 FM 1488 RD,CONROE,"77,384","105 FM 1488 RD, CONROE, TX 77384",55,KG 01 02 03 04 05 06 07 08 09 10 11 12,30.24,-95.47,(469) 496-1448,www.foundersconroe.com,350,-10627223.591499995,3533923.1643064185
221801068,FOUNDERS CLASSICAL ACADEMY - FRISCO,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,10710 FRISCO ST,FRISCO,"75,034","10710 FRISCO ST, FRISCO, TX 75034",874,KG 01 02 03 04 05 06 07 08 09 10 11 12,33.17,-96.83,(972) 330-5844,www.responsiveed.com,351,-10779445.677016472,3917491.8491773657
221801064,FOUNDERS CLASSICAL ACADEMY CORINTH,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,800 POINT VISTA RD,CORINTH,"76,210","800 POINT VISTA RD, CORINTH, TX 76210",510,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,33.13,-97.05,(972) 316-3663,www.responsiveed.com,352,-10803549.234400807,3911965.11528286
221801020,FOUNDERS CLASSICAL ACADEMY CORINTH - UPPER SCHOOL,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,3600 MEADOWVIEW DR,CORINTH,"73,210","3600 MEADOWVIEW DR, CORINTH, TX 73210",417,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,33.14,-97.05,(940) 321-1144,www.responsiveed.com,353,-10803056.311695576,3913703.858731269
221801063,FOUNDERS CLASSICAL ACADEMY OF FLOWER MOUND,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,4901 CROSS TIMBERS RD,FLOWER MOUND,"75,028","4901 CROSS TIMBERS RD, FLOWER MOUND, TX 75028",860,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,33.05,-97.11,(972) 316-3663,www.responsiveed.com,354,-10810225.865764014,3901366.8778405846
221801058,FOUNDERS CLASSICAL ACADEMY OF LEANDER,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,1303 LEANDER DR,LEANDER,"78,641","1303 LEANDER DR, LEANDER, TX 78641",706,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,30.56,-97.84,(972) 316-3663,www.responsiveed.com,355,-10891775.530224863,3576150.28441631
221801061,FOUNDERS CLASSICAL ACADEMY OF MESQUITE,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,790 WINDBELL CIR BLDG 1-11,MESQUITE,"75,149","790 WINDBELL CIR BLDG 1-11, MESQUITE, TX 75149",707,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,32.77,-96.62,(972) 316-3663,www.responsiveed.com,356,-10755814.785529632,3865390.4552629963
221801077,FOUNDERS CLASSICAL ACADEMY OF PROSPER,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,4300 E FIRST ST,Prosper,"75,058","4300 E FIRST ST, Prosper, TX 75058",638,KG 01 02 03 04 05 06 07 08 09 10 11 12,33.23,-96.77,(469) 390-2061,www.responsiveed.com,357,-10772564.118715858,3926327.6062214035
221801066,FOUNDERS CLASSICAL ACADEMY OF SCHERTZ,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,8453 E FM 1518 N,SCHERTZ,"78,154","8453 E FM 1518 N, SCHERTZ, TX 78154",669,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,29.51,-98.24,(972) 316-3663,www.responsiveed.com,358,-10935860.198158367,3440779.4493942936
221801023,FOUNDERS CLASSICAL ACADEMY- CARROLLTON,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,2400 N JOSEY LN,CARROLLTON,"75,006","2400 N JOSEY LN, CARROLLTON, TX 75006",579,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,32.98,-96.89,(972) 245-2900,www.responsiveed.com,359,-10785745.387263022,3892706.6917274673
